20250001/1;00001;10001;20001;30001;40001
20250056/6;08386;18386;28386;38386;48386
20250056/7;50056;60056;70056;80056;90056
20250056/8;51722;61722;71722;81722;91722
20250056/9;53388;63388;73388;83388;93388
20250056/10;55054;65054;75054;85054;95054
20250056/11;56720;66720;76720;86720;96720
20250056/12;58386;68386;78386;88386;98386
20250057/1;00057;10057;20057;30057;40057
20250057/2;01723;11723;21723;31723;41723
20250057/3;03389;13389;23389;33389;43389
20250057/4;05055;15055;25055;35055;45055
20250057/5;06721;16721;26721;36721;46721
20250057/6;08387;18387;28387;38387;48387
20250057/7;50057;60057;70057;80057;90057
20250057/8;51723;61723;71723;81723;91723
20250057/9;53389;63389;73389;83389;93389
20250057/10;55055;65055;75055;85055;95055
20250057/11;56721;66721;76721;86721;96721
20250057/12;58387;68387;78387;88387;98387
20250058/1;00058;10058;20058;30058;40058
20250058/2;01724;11724;21724;31724;41724
20250058/3;03390;13390;23390;33390;43390
20250058/4;05056;15056;25056;35056;45056
20250058/5;06722;16722;26722;36722;46722
20250058/6;08388;18388;28388;38388;48388
20250058/7;50058;60058;70058;80058;90058
20250058/8;51724;61724;71724;81724;91724
20250058/9;53390;63390;73390;83390;93390
20250058/10;55056;65056;75056;85056;95056
20250058/11;56722;66722;76722;86722;96722
20250058/12;58388;68388;78388;88388;98388
20250059/1;00059;10059;20059;30059;40059
20250059/2;01725;11725;21725;31725;41725
20250059/3;03391;13391;23391;33391;43391
20250059/4;05057;15057;25057;35057;45057
20250059/5;06723;16723;26723;36723;46723
20250059/6;08389;18389;28389;38389;48389
20250059/7;50059;60059;70059;80059;90059
20250059/8;51725;61725;71725;81725;91725
20250059/9;53391;63391;73391;83391;93391
20250059/10;55057;65057;75057;85057;95057
20250059/11;56723;66723;76723;86723;96723
20250059/12;58389;68389;78389;88389;98389
20250060/1;00060;10060;20060;30060;40060
20250060/2;01726;11726;21726;31726;41726
20250060/3;03392;13392;23392;33392;43392
20250060/4;05058;15058;25058;35058;45058
20250060/5;06724;16724;26724;36724;46724
20250060/6;08390;18390;28390;38390;48390
20250060/7;50060;60060;70060;80060;90060
20250060/8;51726;61726;71726;81726;91726
20250060/9;53392;63392;73392;83392;93392
20250060/10;55058;65058;75058;85058;95058
20250060/11;56724;66724;76724;86724;96724
20250060/12;58390;68390;78390;88390;98390
20250061/1;00061;10061;20061;30061;40061
20250061/2;01727;11727;21727;31727;41727
20250061/3;03393;13393;23393;33393;43393
20250061/4;05059;15059;25059;35059;45059
20250061/5;06725;16725;26725;36725;46725
20250061/6;08391;18391;28391;38391;48391
20250061/7;50061;60061;70061;80061;90061
20250061/8;51727;61727;71727;81727;91727
20250061/9;53393;63393;73393;83393;93393
20250061/10;55059;65059;75059;85059;95059
20250061/11;56725;66725;76725;86725;96725
20250061/12;58391;68391;78391;88391;98391
20250062/1;00062;10062;20062;30062;40062
20250062/2;01728;11728;21728;31728;41728
20250062/3;03394;13394;23394;33394;43394
20250062/4;05060;15060;25060;35060;45060
20250062/5;06726;16726;26726;36726;46726
20250062/6;08392;18392;28392;38392;48392
20250062/7;50062;60062;70062;80062;90062
20250062/8;51728;61728;71728;81728;91728
20250062/9;53394;63394;73394;83394;93394
20250062/10;55060;65060;75060;85060;95060
20250062/11;56726;66726;76726;86726;96726
20250062/12;58392;68392;78392;88392;98392
20250063/1;00063;10063;20063;30063;40063
20250063/2;01729;11729;21729;31729;41729
20250063/3;03395;13395;23395;33395;43395
20250063/4;05061;15061;25061;35061;45061
20250063/5;06727;16727;26727;36727;46727
20250063/6;08393;18393;28393;38393;48393
20250063/7;50063;60063;70063;80063;90063
20250063/8;51729;61729;71729;81729;91729
20250063/9;53395;63395;73395;83395;93395
20250063/10;55061;65061;75061;85061;95061
20250063/11;56727;66727;76727;86727;96727
20250063/12;58393;68393;78393;88393;98393
20250064/1;00064;10064;20064;30064;40064
20250064/2;01730;11730;21730;31730;41730
20250064/3;03396;13396;23396;33396;43396
20250064/4;05062;15062;25062;35062;45062
20250064/5;06728;16728;26728;36728;46728
20250064/6;08394;18394;28394;38394;48394
20250064/7;50064;60064;70064;80064;90064
20250064/8;51730;61730;71730;81730;91730
20250064/9;53396;63396;73396;83396;93396
20250064/10;55062;65062;75062;85062;95062
20250064/11;56728;66728;76728;86728;96728
20250064/12;58394;68394;78394;88394;98394
20250065/1;00065;10065;20065;30065;40065
20250065/2;01731;11731;21731;31731;41731
20250065/3;03397;13397;23397;33397;43397
20250065/4;05063;15063;25063;35063;45063
20250065/5;06729;16729;26729;36729;46729
20250065/6;08395;18395;28395;38395;48395
20250065/7;50065;60065;70065;80065;90065
20250065/8;51731;61731;71731;81731;91731
20250065/9;53397;63397;73397;83397;93397
20250065/10;55063;65063;75063;85063;95063
20250065/11;56729;66729;76729;86729;96729
20250065/12;58395;68395;78395;88395;98395
20250066/1;00066;10066;20066;30066;40066
20250066/2;01732;11732;21732;31732;41732
20250066/3;03398;13398;23398;33398;43398
20250066/4;05064;15064;25064;35064;45064
20250066/5;06730;16730;26730;36730;46730
20250066/6;08396;18396;28396;38396;48396
20250066/7;50066;60066;70066;80066;90066
20250066/8;51732;61732;71732;81732;91732
20250066/9;53398;63398;73398;83398;93398
20250066/10;55064;65064;75064;85064;95064
20250066/11;56730;66730;76730;86730;96730
20250066/12;58396;68396;78396;88396;98396
20250067/1;00067;10067;20067;30067;40067
20250067/2;01733;11733;21733;31733;41733
20250067/3;03399;13399;23399;33399;43399
20250067/4;05065;15065;25065;35065;45065
20250067/5;06731;16731;26731;36731;46731
20250067/6;08397;18397;28397;38397;48397
20250067/7;50067;60067;70067;80067;90067
20250067/8;51733;61733;71733;81733;91733
20250067/9;53399;63399;73399;83399;93399
20250067/10;55065;65065;75065;85065;95065
20250067/11;56731;66731;76731;86731;96731
20250067/12;58397;68397;78397;88397;98397
20250068/1;00068;10068;20068;30068;40068
20250068/2;01734;11734;21734;31734;41734
20250068/3;03400;13400;23400;33400;43400
20250068/4;05066;15066;25066;35066;45066
20250068/5;06732;16732;26732;36732;46732
20250068/6;08398;18398;28398;38398;48398
20250068/7;50068;60068;70068;80068;90068
20250068/8;51734;61734;71734;81734;91734
20250068/9;53400;63400;73400;83400;93400
20250068/10;55066;65066;75066;85066;95066
20250068/11;56732;66732;76732;86732;96732
20250068/12;58398;68398;78398;88398;98398
20250069/1;00069;10069;20069;30069;40069
20250069/2;01735;11735;21735;31735;41735
20250069/3;03401;13401;23401;33401;43401
20250069/4;05067;15067;25067;35067;45067
20250069/5;06733;16733;26733;36733;46733
20250069/6;08399;18399;28399;38399;48399
20250069/7;50069;60069;70069;80069;90069
20250069/8;51735;61735;71735;81735;91735
20250069/9;53401;63401;73401;83401;93401
20250069/10;55067;65067;75067;85067;95067
20250069/11;56733;66733;76733;86733;96733
20250069/12;58399;68399;78399;88399;98399
20250070/1;00070;10070;20070;30070;40070
20250070/2;01736;11736;21736;31736;41736
20250070/3;03402;13402;23402;33402;43402
20250070/4;05068;15068;25068;35068;45068
20250070/5;06734;16734;26734;36734;46734
20250070/6;08400;18400;28400;38400;48400
20250070/7;50070;60070;70070;80070;90070
20250070/8;51736;61736;71736;81736;91736
20250070/9;53402;63402;73402;83402;93402
20250070/10;55068;65068;75068;85068;95068
20250070/11;56734;66734;76734;86734;96734
20250070/12;58400;68400;78400;88400;98400
20250071/1;00071;10071;20071;30071;40071
20250071/2;01737;11737;21737;31737;41737
20250071/3;03403;13403;23403;33403;43403
20250071/4;05069;15069;25069;35069;45069
20250071/5;06735;16735;26735;36735;46735
20250071/6;08401;18401;28401;38401;48401
20250071/7;50071;60071;70071;80071;90071
20250071/8;51737;61737;71737;81737;91737
20250071/9;53403;63403;73403;83403;93403
20250071/10;55069;65069;75069;85069;95069
20250071/11;56735;66735;76735;86735;96735
20250071/12;58401;68401;78401;88401;98401
20250072/1;00072;10072;20072;30072;40072
20250072/2;01738;11738;21738;31738;41738
20250072/3;03404;13404;23404;33404;43404
20250072/4;05070;15070;25070;35070;45070
20250072/5;06736;16736;26736;36736;46736
20250072/6;08402;18402;28402;38402;48402
20250072/7;50072;60072;70072;80072;90072
20250072/8;51738;61738;71738;81738;91738
20250072/9;53404;63404;73404;83404;93404
20250072/10;55070;65070;75070;85070;95070
20250072/11;56736;66736;76736;86736;96736
20250072/12;58402;68402;78402;88402;98402
20250073/1;00073;10073;20073;30073;40073
20250073/2;01739;11739;21739;31739;41739
20250073/3;03405;13405;23405;33405;43405
20250073/4;05071;15071;25071;35071;45071
20250073/5;06737;16737;26737;36737;46737
20250073/6;08403;18403;28403;38403;48403
20250073/7;50073;60073;70073;80073;90073
20250073/8;51739;61739;71739;81739;91739
20250073/9;53405;63405;73405;83405;93405
20250073/10;55071;65071;75071;85071;95071
20250073/11;56737;66737;76737;86737;96737
20250073/12;58403;68403;78403;88403;98403
20250074/1;00074;10074;20074;30074;40074
20250074/2;01740;11740;21740;31740;41740
20250074/3;03406;13406;23406;33406;43406
20250074/4;05072;15072;25072;35072;45072
20250074/5;06738;16738;26738;36738;46738
20250074/6;08404;18404;28404;38404;48404
20250074/7;50074;60074;70074;80074;90074
20250074/8;51740;61740;71740;81740;91740
20250074/9;53406;63406;73406;83406;93406
20250074/10;55072;65072;75072;85072;95072
20250074/11;56738;66738;76738;86738;96738
20250074/12;58404;68404;78404;88404;98404
20250075/1;00075;10075;20075;30075;40075
20250075/2;01741;11741;21741;31741;41741
20250075/3;03407;13407;23407;33407;43407
20250075/4;05073;15073;25073;35073;45073
20250075/5;06739;16739;26739;36739;46739
20250075/6;08405;18405;28405;38405;48405
20250075/7;50075;60075;70075;80075;90075
20250075/8;51741;61741;71741;81741;91741
20250075/9;53407;63407;73407;83407;93407
20250075/10;55073;65073;75073;85073;95073
20250075/11;56739;66739;76739;86739;96739
20250075/12;58405;68405;78405;88405;98405
20250076/1;00076;10076;20076;30076;40076
20250076/2;01742;11742;21742;31742;41742
20250076/3;03408;13408;23408;33408;43408
20250076/4;05074;15074;25074;35074;45074
20250076/5;06740;16740;26740;36740;46740
20250076/6;08406;18406;28406;38406;48406
20250076/7;50076;60076;70076;80076;90076
20250076/8;51742;61742;71742;81742;91742
20250076/9;53408;63408;73408;83408;93408
20250076/10;55074;65074;75074;85074;95074
20250076/11;56740;66740;76740;86740;96740
20250076/12;58406;68406;78406;88406;98406
20250077/1;00077;10077;20077;30077;40077
20250077/2;01743;11743;21743;31743;41743
20250077/3;03409;13409;23409;33409;43409
20250077/4;05075;15075;25075;35075;45075
20250077/5;06741;16741;26741;36741;46741
20250077/6;08407;18407;28407;38407;48407
20250077/7;50077;60077;70077;80077;90077
20250077/8;51743;61743;71743;81743;91743
20250077/9;53409;63409;73409;83409;93409
20250077/10;55075;65075;75075;85075;95075
20250077/11;56741;66741;76741;86741;96741
20250077/12;58407;68407;78407;88407;98407
20250078/1;00078;10078;20078;30078;40078
20250078/2;01744;11744;21744;31744;41744
20250078/3;03410;13410;23410;33410;43410
20250078/4;05076;15076;25076;35076;45076
20250078/5;06742;16742;26742;36742;46742
20250078/6;08408;18408;28408;38408;48408
20250078/7;50078;60078;70078;80078;90078
20250078/8;51744;61744;71744;81744;91744
20250078/9;53410;63410;73410;83410;93410
20250078/10;55076;65076;75076;85076;95076
20250078/11;56742;66742;76742;86742;96742
20250078/12;58408;68408;78408;88408;98408
20250079/1;00079;10079;20079;30079;40079
20250079/2;01745;11745;21745;31745;41745
20250079/3;03411;13411;23411;33411;43411
20250079/4;05077;15077;25077;35077;45077
20250079/5;06743;16743;26743;36743;46743
20250079/6;08409;18409;28409;38409;48409
20250079/7;50079;60079;70079;80079;90079
20250079/8;51745;61745;71745;81745;91745
20250079/9;53411;63411;73411;83411;93411
20250079/10;55077;65077;75077;85077;95077
20250079/11;56743;66743;76743;86743;96743
20250079/12;58409;68409;78409;88409;98409
20250080/1;00080;10080;20080;30080;40080
20250080/2;01746;11746;21746;31746;41746
20250080/3;03412;13412;23412;33412;43412
20250080/4;05078;15078;25078;35078;45078
20250080/5;06744;16744;26744;36744;46744
20250080/6;08410;18410;28410;38410;48410
20250080/7;50080;60080;70080;80080;90080
20250080/8;51746;61746;71746;81746;91746
20250080/9;53412;63412;73412;83412;93412
20250080/10;55078;65078;75078;85078;95078
20250080/11;56744;66744;76744;86744;96744
20250080/12;58410;68410;78410;88410;98410
20250081/1;00081;10081;20081;30081;40081
20250081/2;01747;11747;21747;31747;41747
20250081/3;03413;13413;23413;33413;43413
20250081/4;05079;15079;25079;35079;45079
20250081/5;06745;16745;26745;36745;46745
20250081/6;08411;18411;28411;38411;48411
20250081/7;50081;60081;70081;80081;90081
20250081/8;51747;61747;71747;81747;91747
20250081/9;53413;63413;73413;83413;93413
20250081/10;55079;65079;75079;85079;95079
20250081/11;56745;66745;76745;86745;96745
20250081/12;58411;68411;78411;88411;98411
20250082/1;00082;10082;20082;30082;40082
20250082/2;01748;11748;21748;31748;41748
20250082/3;03414;13414;23414;33414;43414
20250082/4;05080;15080;25080;35080;45080
20250082/5;06746;16746;26746;36746;46746
20250082/6;08412;18412;28412;38412;48412
20250082/7;50082;60082;70082;80082;90082
20250082/8;51748;61748;71748;81748;91748
20250082/9;53414;63414;73414;83414;93414
20250082/10;55080;65080;75080;85080;95080
20250082/11;56746;66746;76746;86746;96746
20250082/12;58412;68412;78412;88412;98412
20250083/1;00083;10083;20083;30083;40083
20250083/2;01749;11749;21749;31749;41749
20250083/3;03415;13415;23415;33415;43415
20250083/4;05081;15081;25081;35081;45081
20250083/5;06747;16747;26747;36747;46747
20250083/6;08413;18413;28413;38413;48413
20250083/7;50083;60083;70083;80083;90083
20250083/8;51749;61749;71749;81749;91749
20250083/9;53415;63415;73415;83415;93415
20250083/10;55081;65081;75081;85081;95081
20250083/11;56747;66747;76747;86747;96747
20250083/12;58413;68413;78413;88413;98413
20250084/1;00084;10084;20084;30084;40084
20250084/2;01750;11750;21750;31750;41750
20250084/3;03416;13416;23416;33416;43416
20250084/4;05082;15082;25082;35082;45082
20250084/5;06748;16748;26748;36748;46748
20250084/6;08414;18414;28414;38414;48414
20250084/7;50084;60084;70084;80084;90084
20250084/8;51750;61750;71750;81750;91750
20250084/9;53416;63416;73416;83416;93416
20250084/10;55082;65082;75082;85082;95082
20250084/11;56748;66748;76748;86748;96748
20250084/12;58414;68414;78414;88414;98414
20250085/1;00085;10085;20085;30085;40085
20250085/2;01751;11751;21751;31751;41751
20250085/3;03417;13417;23417;33417;43417
20250085/4;05083;15083;25083;35083;45083
20250085/5;06749;16749;26749;36749;46749
20250085/6;08415;18415;28415;38415;48415
20250085/7;50085;60085;70085;80085;90085
20250085/8;51751;61751;71751;81751;91751
20250085/9;53417;63417;73417;83417;93417
20250085/10;55083;65083;75083;85083;95083
20250085/11;56749;66749;76749;86749;96749
20250085/12;58415;68415;78415;88415;98415
20250086/1;00086;10086;20086;30086;40086
20250086/2;01752;11752;21752;31752;41752
20250086/3;03418;13418;23418;33418;43418
20250086/4;05084;15084;25084;35084;45084
20250086/5;06750;16750;26750;36750;46750
20250086/6;08416;18416;28416;38416;48416
20250086/7;50086;60086;70086;80086;90086
20250086/8;51752;61752;71752;81752;91752
20250086/9;53418;63418;73418;83418;93418
20250086/10;55084;65084;75084;85084;95084
20250086/11;56750;66750;76750;86750;96750
20250086/12;58416;68416;78416;88416;98416
20250087/1;00087;10087;20087;30087;40087
20250087/2;01753;11753;21753;31753;41753
20250087/3;03419;13419;23419;33419;43419
20250087/4;05085;15085;25085;35085;45085
20250087/5;06751;16751;26751;36751;46751
20250087/6;08417;18417;28417;38417;48417
20250087/7;50087;60087;70087;80087;90087
20250087/8;51753;61753;71753;81753;91753
20250087/9;53419;63419;73419;83419;93419
20250087/10;55085;65085;75085;85085;95085
20250087/11;56751;66751;76751;86751;96751
20250087/12;58417;68417;78417;88417;98417
20250088/1;00088;10088;20088;30088;40088
20250088/2;01754;11754;21754;31754;41754
20250088/3;03420;13420;23420;33420;43420
20250088/4;05086;15086;25086;35086;45086
20250088/5;06752;16752;26752;36752;46752
20250088/6;08418;18418;28418;38418;48418
20250088/7;50088;60088;70088;80088;90088
20250088/8;51754;61754;71754;81754;91754
20250088/9;53420;63420;73420;83420;93420
20250088/10;55086;65086;75086;85086;95086
20250088/11;56752;66752;76752;86752;96752
20250088/12;58418;68418;78418;88418;98418
20250089/1;00089;10089;20089;30089;40089
20250089/2;01755;11755;21755;31755;41755
20250089/3;03421;13421;23421;33421;43421
20250089/4;05087;15087;25087;35087;45087
20250089/5;06753;16753;26753;36753;46753
20250089/6;08419;18419;28419;38419;48419
20250089/7;50089;60089;70089;80089;90089
20250089/8;51755;61755;71755;81755;91755
20250089/9;53421;63421;73421;83421;93421
20250089/10;55087;65087;75087;85087;95087
